date,IT Dep.,CostElement,Country,Budget
13-07-2020,Data Centers,Training,Germany,2486
14-08-2020,Data Centers,Training,Germany,27315
03-09-2020,Data Centers,Training,Germany,10124
19-10-2020,Data Centers,Training,Germany,6440
10-11-2020,Data Centers,Training,Germany,8103
11-12-2020,Data Centers,Training,Germany,2556
25-01-2020,Data Centers,Training,Spain,27211
05-02-2020,Data Centers,Training,Spain,27268
05-03-2020,Data Centers,Training,Spain,24089
11-04-2020,Data Centers,Training,Spain,1851
14-05-2020,Data Centers,Training,Spain,30885
17-06-2020,Data Centers,Training,Spain,36150
08-07-2020,Data Centers,Training,Spain,4266
04-08-2020,Data Centers,Training,Spain,16929
26-09-2020,Data Centers,Training,Spain,4249
14-10-2020,Data Centers,Training,Spain,23066
18-11-2020,Data Centers,Training,Spain,34785
17-12-2020,Data Centers,Training,Spain,29420
25-01-2020,Data Centers,Training,United Kingdom,18111
14-02-2020,Data Centers,Training,United Kingdom,8207
24-03-2020,Data Centers,Training,United Kingdom,15978
28-04-2020,Data Centers,Training,United Kingdom,22105
23-05-2020,Data Centers,Training,United Kingdom,2808
08-06-2020,Data Centers,Training,United Kingdom,12855
13-07-2020,Data Centers,Training,United Kingdom,12014
17-08-2020,Data Centers,Training,United Kingdom,26713
01-09-2020,Data Centers,Training,United Kingdom,7658
27-10-2020,Data Centers,Training,United Kingdom,19933
03-11-2020,Data Centers,Training,United Kingdom,4894
20-12-2020,Data Centers,Training,United Kingdom,31165
25-01-2020,Data Centers,Training,USA,5785
12-02-2020,Data Centers,Training,USA,"6,982"
25-03-2020,Data Centers,Training,USA,34569
21-04-2020,Data Centers,Training,USA,16364
26-05-2020,Data Centers,Training,USA,"19,893"
23-06-2020,Data Centers,Training,USA,7192
16-07-2020,Data Centers,Training,USA,19765
07-08-2020,Data Centers,Training,USA,"15,424"
04-09-2020,Data Centers,Training,USA,28400
08-10-2020,Data Centers,Training,USA,22407
11-11-2020,Data Centers,Training,USA,"4,546"
27-12-2020,Data Centers,Training,USA,25315
09-01-2020,Data Centers,Travel,Austria,8511
10-02-2020,Data Centers,Travel,Austria,26431
23-03-2020,Data Centers,Travel,Austria,19530
12-04-2020,Data Centers,Travel,Austria,6922
25-05-2020,Data Centers,Travel,Austria,18725
12-06-2020,Data Centers,Travel,Austria,15637
04-07-2020,Data Centers,Travel,Austria,8545
10-08-2020,Data Centers,Travel,Austria,23995
18-09-2020,Data Centers,Travel,Austria,1278
23-10-2020,Data Centers,Travel,Austria,21723
28-11-2020,Data Centers,Travel,Austria,27419
20-12-2020,Data Centers,Travel,Austria,7126
26-01-2020,Data Centers,Travel,Germany,27579
01-02-2020,Data Centers,Travel,Germany,38704
28-03-2020,Data Centers,Travel,Germany,14830
18-04-2020,Data Centers,Travel,Germany,10652
14-05-2020,Data Centers,Travel,Germany,9026
20-06-2020,Data Centers,Travel,Germany,13868
16-07-2020,Data Centers,Travel,Germany,21393
20-08-2020,Data Centers,Travel,Germany,1204
11-09-2020,Data Centers,Travel,Germany,23657
01-10-2020,Data Centers,Travel,Germany,38836
23-11-2020,Data Centers,Travel,Germany,5297
09-12-2020,Data Centers,Travel,Germany,577
03-01-2020,Data Centers,Travel,Spain,28570
25-02-2020,Data Centers,Travel,Spain,25360
26-03-2020,Data Centers,Travel,Spain,39056
12-04-2020,Data Centers,Travel,Spain,28168
25-05-2020,Data Centers,Travel,Spain,24421
27-06-2020,Data Centers,Travel,Spain,36300
06-07-2020,Data Centers,Travel,Spain,17299
23-08-2020,Data Centers,Travel,Spain,9077
01-09-2020,Data Centers,Travel,Spain,21826
23-10-2020,Data Centers,Travel,Spain,16941
18-11-2020,Data Centers,Travel,Spain,7008
14-12-2020,Data Centers,Travel,Spain,8578
01-01-2020,Data Centers,Travel,United Kingdom,"4,601"
02-02-2020,Data Centers,Travel,United Kingdom,"38,412"
16-03-2020,Data Centers,Travel,United Kingdom,"26,698"
20-04-2020,Data Centers,Travel,United Kingdom,"35,021"
10-05-2020,Data Centers,Travel,United Kingdom,"31,939"
07-06-2020,Data Centers,Travel,United Kingdom,"15,326"
13-07-2020,Data Centers,Travel,United Kingdom,"28,695"
02-08-2020,Data Centers,Travel,United Kingdom,"8,979"
03-09-2020,Data Centers,Travel,United Kingdom,"16,976"
02-10-2020,Data Centers,Travel,United Kingdom,"20,761"
01-11-2020,Data Centers,Travel,United Kingdom,"3,034"
25-12-2020,Data Centers,Travel,United Kingdom,"28,827"
12-01-2020,Data Centers,Travel,USA,"8,456"
12-02-2020,Data Centers,Travel,USA,"21,203"
25-03-2020,Data Centers,Travel,USA,"19,551"
12-04-2020,Data Centers,Travel,USA,"6,600"
23-05-2020,Data Centers,Travel,USA,"20,285"
13-06-2020,Data Centers,Travel,USA,"39,447"
08-07-2020,Data Centers,Travel,USA,"38,855"
02-08-2020,Data Centers,Travel,USA,"32,969"
18-09-2020,Data Centers,Travel,USA,"18,122"
02-10-2020,Data Centers,Travel,USA,"40,203"
05-11-2020,Data Centers,Travel,USA,"33,712"
01-12-2020,Data Centers,Travel,USA,"26,704"
12-01-2020,Data Management,Internal Labor,Germany,"7,421"
26-02-2020,Data Management,Internal Labor,Germany,"19,158"
10-03-2020,Data Management,Internal Labor,Germany,"17,847"
08-04-2020,Data Management,Internal Labor,Germany,"8,679"
08-05-2020,Data Management,Internal Labor,Germany,"22,577"
16-06-2020,Data Management,Internal Labor,Germany,"23,222"
18-07-2020,Data Management,Internal Labor,Germany,"43,961"
16-08-2020,Data Management,Internal Labor,Germany,"21,795"
22-09-2020,Data Management,Internal Labor,Germany,"22,456"
13-10-2020,Data Management,Internal Labor,Germany,"34,242"
18-11-2020,Data Management,Internal Labor,Germany,"36,804"
15-12-2020,Data Management,Internal Labor,Germany,"17,202"
14-01-2020,Data Management,Internal Labor,Spain,"13,099"
06-02-2020,Data Management,Internal Labor,Spain,"6,750"
28-03-2020,Data Management,Internal Labor,Spain,"43,218"
24-04-2020,Data Management,Internal Labor,Spain,"28,145"
19-05-2020,Data Management,Internal Labor,Spain,"35,314"
15-06-2020,Data Management,Internal Labor,Spain,"41,819"
21-07-2020,Data Management,Internal Labor,Spain,"24,051"
20-08-2020,Data Management,Internal Labor,Spain,"4,387"
23-09-2020,Data Management,Internal Labor,Spain,"13,832"
13-10-2020,Data Management,Internal Labor,Spain,"4,696"
24-11-2020,Data Management,Internal Labor,Spain,"43,472"
16-12-2020,Data Management,Internal Labor,Spain,"31,364"
28-01-2020,Development,Administrative,USA,"81,178"
23-02-2020,Development,Administrative,USA,"86,095"
06-03-2020,Development,Administrative,USA,"90,102"
13-04-2020,Development,Administrative,USA,"60,111"
18-05-2020,Development,Administrative,USA,"91,954"
10-06-2020,Development,Administrative,USA,"81,302"
27-07-2020,Development,Administrative,USA,"69,581"
12-08-2020,Development,Administrative,USA,"81,363"
10-09-2020,Development,Administrative,USA,"59,895"
06-10-2020,Development,Administrative,USA,"78,256"
07-11-2020,Development,Administrative,USA,"57,281"
27-12-2020,Development,Administrative,USA,"87,589"
08-03-2020,Development,External Labor,Spain,17853
01-06-2020,Development,External Labor,Spain,2681
10-09-2020,Development,External Labor,Spain,7598
19-12-2020,Development,External Labor,Spain,32653
10-01-2020,Development,External Labor,United Kingdom,26687
01-02-2020,Development,External Labor,United Kingdom,19993
16-03-2020,Development,External Labor,United Kingdom,32948
27-04-2020,Development,External Labor,United Kingdom,39678
17-05-2020,Development,External Labor,United Kingdom,11881
04-06-2020,Development,External Labor,United Kingdom,19695
10-07-2020,Development,External Labor,United Kingdom,24264
24-08-2020,Development,External Labor,United Kingdom,"6,911"
26-09-2020,Development,External Labor,United Kingdom,38087
21-10-2020,Development,External Labor,United Kingdom,25490
14-11-2020,Development,External Labor,United Kingdom,14605
09-12-2020,Development,External Labor,United Kingdom,9327
16-01-2020,Development,External Labor,USA,"2,46,727"
07-02-2020,Development,External Labor,USA,"2,24,571"
03-03-2020,Development,External Labor,USA,"2,20,224"
17-04-2020,Development,External Labor,USA,"2,27,941"
23-05-2020,Development,External Labor,USA,"2,47,107"
06-06-2020,Development,External Labor,USA,"2,55,431"
14-07-2020,Development,External Labor,USA,"1,78,054"
17-08-2020,Development,External Labor,USA,"1,77,357"
05-09-2020,Development,External Labor,USA,"1,48,845"
05-10-2020,Development,External Labor,USA,"1,49,050"
11-11-2020,Development,External Labor,USA,"1,66,479"
13-12-2020,Development,External Labor,USA,"1,76,458"
05-01-2020,Development,Hardware,USA,"46,503"
01-01-2020,Development,Hardware Maintenance,USA,"11,932"
07-02-2020,Development,Hardware Maintenance,USA,"12,727"
11-03-2020,Development,Hardware Maintenance,USA,"6,052"
21-04-2020,Development,Hardware Maintenance,USA,"25,144"
19-05-2020,Development,Hardware Maintenance,USA,"15,113"
08-06-2020,Development,Hardware Maintenance,USA,"33,577"
17-07-2020,Development,Hardware Maintenance,USA,"22,821"
23-08-2020,Development,Hardware Maintenance,USA,"8,593"
23-09-2020,Development,Hardware Maintenance,USA,"5,356"
02-10-2020,Development,Hardware Maintenance,USA,"13,229"
03-11-2020,Development,Hardware Maintenance,USA,"30,401"
18-12-2020,Development,Hardware Maintenance,USA,"7,655"
14-01-2020,Development,Inbound Allocations,United Kingdom,19330
16-02-2020,Development,Inbound Allocations,United Kingdom,7532
09-03-2020,Development,Inbound Allocations,United Kingdom,10828
18-04-2020,Development,Inbound Allocations,United Kingdom,8183
05-05-2020,Development,Inbound Allocations,United Kingdom,7506
04-06-2020,Development,Inbound Allocations,United Kingdom,2962
06-07-2020,Development,Inbound Allocations,United Kingdom,23956
25-08-2020,Development,Inbound Allocations,United Kingdom,27784
18-09-2020,Development,Inbound Allocations,United Kingdom,10496
24-10-2020,Development,Inbound Allocations,United Kingdom,4126
16-11-2020,Development,Inbound Allocations,United Kingdom,17868
01-12-2020,Development,Inbound Allocations,United Kingdom,31578
19-01-2020,Development,Internal Labor,Belgium,"17,362"
18-02-2020,Development,Internal Labor,Belgium,"23,685"
16-03-2020,Development,Internal Labor,Belgium,"22,811"
05-04-2020,Development,Internal Labor,Belgium,"29,752"
07-05-2020,Development,Internal Labor,Belgium,"12,833"
11-06-2020,Development,Internal Labor,Belgium,"4,572"
19-07-2020,Development,Internal Labor,Belgium,"17,880"
28-08-2020,Development,Internal Labor,Belgium,"41,295"
09-09-2020,Development,Internal Labor,Belgium,"6,005"
05-10-2020,Development,Internal Labor,Belgium,"35,856"
14-11-2020,Development,Internal Labor,Belgium,"27,946"
27-12-2020,Development,Internal Labor,Belgium,"22,960"
09-01-2020,Development,Internal Labor,Spain,"24,272"
14-02-2020,Development,Internal Labor,Spain,"9,510"
07-03-2020,Development,Internal Labor,Spain,"22,154"
14-04-2020,Development,Internal Labor,Spain,"22,051"
15-05-2020,Development,Internal Labor,Spain,"41,734"
10-06-2020,Development,Internal Labor,Spain,"13,121"
26-07-2020,Development,Internal Labor,Spain,"36,183"
24-08-2020,Development,Internal Labor,Spain,32393
02-09-2020,Development,Internal Labor,Spain,"18,011"
11-10-2020,Development,Internal Labor,Spain,"7,525"
14-11-2020,Development,Internal Labor,Spain,"10,465"
01-12-2020,Development,Internal Labor,Spain,"7,932"
20-01-2020,Development,Internal Labor,United Kingdom,"9,453"
09-02-2020,Development,Internal Labor,United Kingdom,"20,439"
15-03-2020,Development,Internal Labor,United Kingdom,"32,078"
09-04-2020,Development,Internal Labor,United Kingdom,"26,987"
13-05-2020,Development,Internal Labor,United Kingdom,"19,718"
28-06-2020,Development,Internal Labor,United Kingdom,"34,159"
20-07-2020,Development,Internal Labor,United Kingdom,"10,909"
02-08-2020,Development,Internal Labor,United Kingdom,"35,651"
14-09-2020,Development,Internal Labor,United Kingdom,"38,595"
21-10-2020,Development,Internal Labor,United Kingdom,"9,590"
11-11-2020,Development,Internal Labor,United Kingdom,"22,752"
25-12-2020,Development,Internal Labor,United Kingdom,"29,834"
25-01-2020,Development,Internal Labor,USA,"1,82,873"
28-02-2020,Development,Internal Labor,USA,"1,85,658"
14-03-2020,Development,Internal Labor,USA,"1,99,495"
23-04-2020,Development,Internal Labor,USA,"1,73,176"
25-05-2020,Development,Internal Labor,USA,"1,93,030"
02-06-2020,Development,Internal Labor,USA,"1,94,092"
02-07-2020,Development,Internal Labor,USA,"1,81,458"
23-08-2020,Development,Internal Labor,USA,"1,93,522"
25-09-2020,Development,Internal Labor,USA,"1,66,387"
21-10-2020,Development,Internal Labor,USA,"1,81,154"
25-11-2020,Development,Internal Labor,USA,"1,89,133"
05-12-2020,Development,Internal Labor,USA,"1,90,039"
16-03-2020,Development,Other,Spain,40800
08-06-2020,Development,Other,Spain,12013
12-09-2020,Development,Other,Spain,21806
22-12-2020,Development,Other,Spain,33918
15-01-2020,Development,Other,United Kingdom,28995
28-02-2020,Development,Other,United Kingdom,23362
27-03-2020,Development,Other,United Kingdom,32747
10-04-2020,Development,Other,United Kingdom,13953
28-05-2020,Development,Other,United Kingdom,22823
14-06-2020,Development,Other,United Kingdom,34873
09-07-2020,Development,Other,United Kingdom,35544
23-08-2020,Development,Other,United Kingdom,35029
10-09-2020,Development,Other,United Kingdom,2837
28-10-2020,Development,Other,United Kingdom,4873
09-11-2020,Development,Other,United Kingdom,14022
16-12-2020,Development,Other,United Kingdom,32671
15-01-2020,Development,Other,USA,"1,27,249"
04-02-2020,Development,Other,USA,"1,21,800"
27-03-2020,Development,Other,USA,"1,28,451"
16-04-2020,Development,Other,USA,"1,25,383"
10-05-2020,Development,Other,USA,"91,087"
27-06-2020,Development,Other,USA,"1,15,017"
27-07-2020,Development,Other,USA,"1,00,251"
26-08-2020,Development,Other,USA,"1,14,930"
17-09-2020,Development,Other,USA,"75,524"
19-10-2020,Development,Other,USA,"87,377"
28-11-2020,Development,Other,USA,"99,049"
10-12-2020,Development,Other,USA,"77,931"
22-01-2020,Development,Outbound Allocations,United Kingdom,"12,476"
24-02-2020,Development,Outbound Allocations,United Kingdom,"21,275"
27-03-2020,Development,Outbound Allocations,United Kingdom,"13,889"
08-04-2020,Development,Outbound Allocations,United Kingdom,"30,824"
03-05-2020,Development,Outbound Allocations,United Kingdom,"39,831"
10-06-2020,Development,Outbound Allocations,United Kingdom,"40,683"
02-07-2020,Development,Outbound Allocations,United Kingdom,"12,259"
01-08-2020,Development,Outbound Allocations,United Kingdom,"10,873"
23-09-2020,Development,Outbound Allocations,United Kingdom,"5,145"
20-10-2020,Development,Outbound Allocations,United Kingdom,"10,948"
23-11-2020,Development,Outbound Allocations,United Kingdom,"31,689"
11-12-2020,Development,Outbound Allocations,United Kingdom,"19,142"
25-01-2020,Development,Software,United Kingdom,35446
28-02-2020,Development,Software,United Kingdom,36315
05-03-2020,Development,Software,United Kingdom,21923
09-04-2020,Development,Software,United Kingdom,6905
26-05-2020,Development,Software,United Kingdom,16749
23-06-2020,Development,Software,United Kingdom,13448
19-07-2020,Development,Software,United Kingdom,5212
16-08-2020,Development,Software,United Kingdom,22770
19-09-2020,Development,Software,United Kingdom,36065
25-10-2020,Development,Software,United Kingdom,35248
08-11-2020,Development,Software,United Kingdom,23259
04-12-2020,Development,Software,United Kingdom,363
09-01-2020,Development,Software,USA,"8,54,903"
08-04-2020,Development,Software,USA,"2,36,898"
07-01-2020,Development,Software Maintenance,USA,"20,805"
16-02-2020,Development,Software Maintenance,USA,"26,846"
07-03-2020,Development,Software Maintenance,USA,"22,181"
20-04-2020,Development,Software Maintenance,USA,"13,436"
27-05-2020,Development,Software Maintenance,USA,"48,090"
04-06-2020,Development,Software Maintenance,USA,"44,267"
24-07-2020,Development,Software Maintenance,USA,"32,886"
22-08-2020,Development,Software Maintenance,USA,"42,789"
18-09-2020,Development,Software Maintenance,USA,"16,231"
24-10-2020,Development,Software Maintenance,USA,"10,991"
12-11-2020,Development,Software Maintenance,USA,"38,317"
06-12-2020,Development,Software Maintenance,USA,"17,482"
24-01-2020,Development,Supplies,USA,20175
26-02-2020,Development,Supplies,USA,26797
25-03-2020,Development,Supplies,USA,28851
13-04-2020,Development,Supplies,USA,25377
27-05-2020,Development,Supplies,USA,11584
25-06-2020,Development,Supplies,USA,12408
03-07-2020,Development,Supplies,USA,27782
21-08-2020,Development,Supplies,USA,35477
01-09-2020,Development,Supplies,USA,1423
02-10-2020,Development,Supplies,USA,36139
01-11-2020,Development,Supplies,USA,35503
28-12-2020,Development,Supplies,USA,26946
08-03-2020,Development,Telecomm,Spain,7412
23-06-2020,Development,Telecomm,Spain,21456
17-09-2020,Development,Telecomm,Spain,11666
19-12-2020,Development,Telecomm,Spain,37963
03-01-2020,Development,Telecomm,United Kingdom,37043
14-02-2020,Development,Telecomm,United Kingdom,39392
08-03-2020,Development,Telecomm,United Kingdom,25267
10-04-2020,Development,Telecomm,United Kingdom,16872
02-05-2020,Development,Telecomm,United Kingdom,3048
14-06-2020,Development,Telecomm,United Kingdom,27886
09-07-2020,Development,Telecomm,United Kingdom,10577
15-08-2020,Development,Telecomm,United Kingdom,37244
08-09-2020,Development,Telecomm,United Kingdom,26383
13-10-2020,Development,Telecomm,United Kingdom,1718
25-11-2020,Development,Telecomm,United Kingdom,18703
09-12-2020,Development,Telecomm,United Kingdom,35206
06-03-2020,Development,Training,Spain,10057
10-06-2020,Development,Training,Spain,36282
10-09-2020,Development,Training,Spain,20488
13-12-2020,Development,Training,Spain,4716
22-01-2020,Development,Training,United Kingdom,36464
19-02-2020,Development,Training,United Kingdom,4908
23-03-2020,Development,Training,United Kingdom,29565
12-04-2020,Development,Training,United Kingdom,2574
08-05-2020,Development,Training,United Kingdom,12827
22-06-2020,Development,Training,United Kingdom,35831
25-07-2020,Development,Training,United Kingdom,26535
12-08-2020,Development,Training,United Kingdom,30025
07-09-2020,Development,Training,United Kingdom,36242
22-10-2020,Development,Training,United Kingdom,27023
25-11-2020,Development,Training,United Kingdom,38286
24-12-2020,Development,Training,United Kingdom,21820
01-01-2020,Development,Training,USA,"33,903"
26-02-2020,Development,Training,USA,"30,610"
07-03-2020,Development,Training,USA,"9,117"
06-04-2020,Development,Training,USA,"27,051"
